id,url,title,source,time,extract date,concat,lookup
19,https://www.lundin-energy.com/download/the-second-quarterly-instalment-of-the-dividend-of-usd-0-25-per-share-will-amount-to-sek-2-33-per-share/?wpdmdl=28612&refresh=5f400d40484681598033216/,The second quarterly instalment of the dividend of USD 0.25 per share will amount to SEK 2.33 per share,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,The second quarterly instalment of the dividend of USD 0.25 per share will amount to SEK 2.33 per sharehttps://www.lundin-energy.com/download/the-second-quarterly-instalment-of-the-dividend-of-usd-0-25-per-share-will-amount-to-sek-2-33-per-share/?wpdmdl=28612&refresh=5f400d40484681598033216/,False
20,https://www.lundin-energy.com/download/lundin-energy-abs-nomination-committee/?wpdmdl=28224&refresh=5f400d4048faa1598033216/,Lundin Energy AB's Nomination Committee,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Lundin Energy AB's Nomination Committeehttps://www.lundin-energy.com/download/lundin-energy-abs-nomination-committee/?wpdmdl=28224&refresh=5f400d4048faa1598033216/,False
21,https://www.lundin-energy.com/download/updated-2020-production-guidance-to-reflect-the-norwegian-government-production-restrictions-and-increased-long-term-production-guidance/?wpdmdl=27402&refresh=5f400d4049aee1598033216/,Updated 2020 production guidance to reflect the Norwegian Government production restrictions and increased long-term production guidance,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Updated 2020 production guidance to reflect the Norwegian Government production restrictions and increased long-term production guidancehttps://www.lundin-energy.com/download/updated-2020-production-guidance-to-reflect-the-norwegian-government-production-restrictions-and-increased-long-term-production-guidance/?wpdmdl=27402&refresh=5f400d4049aee1598033216/,False
22,https://www.lundin-energy.com/download/report-for-the-three-months-ended-31-march-2020/?wpdmdl=26950&refresh=5f400d404a5e01598033216/,Report for the three months ended 31 March 2020 (regulatory),https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Report for the three months ended 31 March 2020 (regulatory)https://www.lundin-energy.com/download/report-for-the-three-months-ended-31-march-2020/?wpdmdl=26950&refresh=5f400d404a5e01598033216/,False
23,https://www.lundin-energy.com/download/update-on-first-quarter-2020-financial-results-and-audiocast-details-for-30-april-2020/?wpdmdl=26866&refresh=5f400d404b1191598033216/,Update on Q1 2020 financial results and audiocast details for 30 April 2020,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Update on Q1 2020 financial results and audiocast details for 30 April 2020https://www.lundin-energy.com/download/update-on-first-quarter-2020-financial-results-and-audiocast-details-for-30-april-2020/?wpdmdl=26866&refresh=5f400d404b1191598033216/,False
24,https://www.lundin-energy.com/download/annual-general-meeting-of-lundin-petroleum-ab-31-march-2020/?wpdmdl=26472&refresh=5f400d404bbfe1598033216/,Annual General Meeting of Lundin Petroleum AB 31 March 2020,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Annual General Meeting of Lundin Petroleum AB 31 March 2020https://www.lundin-energy.com/download/annual-general-meeting-of-lundin-petroleum-ab-31-march-2020/?wpdmdl=26472&refresh=5f400d404bbfe1598033216/,False
25,https://www.lundin-energy.com/media-centre/?cp_30=2,2,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,2https://www.lundin-energy.com/media-centre/?cp_30=2,True
26,https://www.lundin-energy.com/media-centre/?cp_30=3,3,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,3https://www.lundin-energy.com/media-centre/?cp_30=3,True
27,https://www.lundin-energy.com/media-centre/?cp_30=92,92,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,92https://www.lundin-energy.com/media-centre/?cp_30=92,True
28,mailto:alex.budden@lundin-energy.com,alex.budden@lundin-energy.com,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,alex.budden@lundin-energy.commailto:alex.budden@lundin-energy.com,True
29,mailto:robert.eriksson@lundin-energy.com,robert.eriksson@lundin-energy.com,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,robert.eriksson@lundin-energy.commailto:robert.eriksson@lundin-energy.com,True
30,https://www.lundin-energy.com/media-centre/financial-reports/,Financial reports,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Financial reportshttps://www.lundin-energy.com/media-centre/financial-reports/,True
31,https://www.lundin-energy.com/media-centre/presentations/,Presentations,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Presentationshttps://www.lundin-energy.com/media-centre/presentations/,True
32,https://www.lundin-energy.com/media-centre/webcasts/,Webcasts,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Webcastshttps://www.lundin-energy.com/media-centre/webcasts/,True
33,https://www.lundin-energy.com/media-centre/photos/,Photos,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Photoshttps://www.lundin-energy.com/media-centre/photos/,True
34,https://www.lundin-energy.com/media-centre/videos/,Videos,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Videoshttps://www.lundin-energy.com/media-centre/videos/,True
35,https://www.youtube.com/LundinEnergy,Youtube,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Youtubehttps://www.youtube.com/LundinEnergy,True
36,https://www.lundin-energy.com/contact-us/,Contact us,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Contact ushttps://www.lundin-energy.com/contact-us/,True
37,https://www.lundin-energy.com/global-privacy-notice/,Global Privacy Notice,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Global Privacy Noticehttps://www.lundin-energy.com/global-privacy-notice/,True
38,https://www.lundin-energy.com/cookie-policy/,Cookie Policy,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Cookie Policyhttps://www.lundin-energy.com/cookie-policy/,True
39,https://www.lundin-energy.com/legal-notice/,Legal Notice,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Legal Noticehttps://www.lundin-energy.com/legal-notice/,True
40,https://lundin-energy-norway.no/?lang=en,Lundin Energy Norway Website,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Lundin Energy Norway Websitehttps://lundin-energy-norway.no/?lang=en,True
41,https://www.lundin-energy.com/sv/media/,Svenska,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,Svenskahttps://www.lundin-energy.com/sv/media/,True
42,https://www.wpdownloadmanager.com/,WordPress Download Manager - Best Download Management Plugin,https://www.lundin-petroleum.com/media-centre/,7.42359471321106 seconds,2020-08-21,WordPress Download Manager - Best Download Management Pluginhttps://www.wpdownloadmanager.com/,True
43,https://www.stackpath.com/,StackPath,https://www.centrica.com/newsroom?f[0]=field_category:1,8.378995418548584 seconds,2020-08-21,StackPathhttps://www.stackpath.com/,True
44,tel:+1 403 264 8877,+1 403 264 8877,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,+1 403 264 8877tel:+1 403 264 8877,True
45,https://serinusenergy.com/news/?lang=pl,polski,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,polskihttps://serinusenergy.com/news/?lang=pl,True
46,https://serinusenergy.com/policies-and-guidelines/,Policies and Guidelines,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Policies and Guidelineshttps://serinusenergy.com/policies-and-guidelines/,True
47,https://serinusenergy.com/company-overview/,Company Overview,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Company Overviewhttps://serinusenergy.com/company-overview/,True
48,https://serinusenergy.com/corporate-strategy/,Corporate Strategy,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Corporate Strategyhttps://serinusenergy.com/corporate-strategy/,True
49,https://serinusenergy.com/leadership/,Directors,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Directorshttps://serinusenergy.com/leadership/,True
50,https://serinusenergy.com/romania/,Romania,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Romaniahttps://serinusenergy.com/romania/,True
51,https://serinusenergy.com/tunisia/,Tunisia,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Tunisiahttps://serinusenergy.com/tunisia/,True
52,https://serinusenergy.com/overview/,Overview,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Overviewhttps://serinusenergy.com/overview/,True
53,https://serinusenergy.com/financial-results/,Financial Results,http://serinusenergy.com/news/,9.383501291275024 seconds,2020-08-21,Financial Resultshttps://serinusenergy.com/financial-results/,True
54,https://serinusenergy.com/shareholder-information/,AIM Rule 26,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,AIM Rule 26https://serinusenergy.com/shareholder-information/,True
55,https://serinusenergy.com/presentations/,Presentations,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Presentationshttps://serinusenergy.com/presentations/,True
56,https://serinusenergy.com/investor-contact/,Investor Contact,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Investor Contacthttps://serinusenergy.com/investor-contact/,True
57,https://serinusenergy.com/wse-current-report-filings/,WSE Current Report Filings,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,WSE Current Report Filingshttps://serinusenergy.com/wse-current-report-filings/,True
58,https://serinusenergy.com/news/,News,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Newshttps://serinusenergy.com/news/,True
59,https://serinusenergy.com/events/,Events,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Eventshttps://serinusenergy.com/events/,True
60,https://serinusenergy.com/contact/,Contact,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Contacthttps://serinusenergy.com/contact/,True
61,https://serinusenergy.com/interim-results-for-the-six-months-ended-30-june-2020/,"Interim Results for the six months ended 30 June 2020 08/14/2020 Jersey, Channel Islands, 14 August 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the release …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Interim Results for the six months ended 30 June 2020 08/14/2020 Jersey, Channel Islands, 14 August 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the release …https://serinusenergy.com/interim-results-for-the-six-months-ended-30-june-2020/",True
62,https://serinusenergy.com/issue-of-salary-sacrifice-shares-directors-holdings/,"Issue of Salary Sacrifice Shares – Directors Holdings 07/14/2020 Jersey, Channel Islands, 14 July 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that further …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Issue of Salary Sacrifice Shares – Directors Holdings 07/14/2020 Jersey, Channel Islands, 14 July 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that further …https://serinusenergy.com/issue-of-salary-sacrifice-shares-directors-holdings/",True
63,https://serinusenergy.com/executive-salary-and-director-remuneration-reductions-extended/,"Executive Salary and Director Remuneration Reductions Extended 07/02/2020 Jersey, Channel Islands, 2 July 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that the …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Executive Salary and Director Remuneration Reductions Extended 07/02/2020 Jersey, Channel Islands, 2 July 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that the …https://serinusenergy.com/executive-salary-and-director-remuneration-reductions-extended/",True
64,https://serinusenergy.com/deferral-of-ebrd-debt-repayment/,"Deferral of EBRD Debt Repayment 06/24/2020 Jersey, Channel Islands, 24 June 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN), announces that the …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Deferral of EBRD Debt Repayment 06/24/2020 Jersey, Channel Islands, 24 June 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN), announces that the …https://serinusenergy.com/deferral-of-ebrd-debt-repayment/",True
65,https://serinusenergy.com/issuance-of-stock-options/,"Issuance of Stock Options 05/18/2020 Jersey, Channel Islands, 18 May 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN), announces that the …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Issuance of Stock Options 05/18/2020 Jersey, Channel Islands, 18 May 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN), announces that the …https://serinusenergy.com/issuance-of-stock-options/",True
66,https://serinusenergy.com/voting-results-from-agm-2/,"Voting Results from AGM 05/15/2020 Jersey, Channel Islands, 15 May 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN) is pleased to …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Voting Results from AGM 05/15/2020 Jersey, Channel Islands, 15 May 2020 -- Serinus Energy plc (“Serinus”, “SEN” or the “Company”) (AIM:SENX, WSE:SEN) is pleased to …https://serinusenergy.com/voting-results-from-agm-2/",True
67,https://serinusenergy.com/interim-results-for-the-three-months-ended-31-march-2020/,"Interim Results for the three months ended 31 March 2020 05/15/2020 Jersey, Channel Islands, 15 May 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the release …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Interim Results for the three months ended 31 March 2020 05/15/2020 Jersey, Channel Islands, 15 May 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the release …https://serinusenergy.com/interim-results-for-the-three-months-ended-31-march-2020/",True
68,https://serinusenergy.com/reduction-of-executive-salary-and-director-remuneration/,"Reduction of Executive Salary and Director Remuneration 04/27/2020 Jersey, Channel Islands, 27 April 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that the …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Reduction of Executive Salary and Director Remuneration 04/27/2020 Jersey, Channel Islands, 27 April 2020 - Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that the …https://serinusenergy.com/reduction-of-executive-salary-and-director-remuneration/",True
69,https://serinusenergy.com/notice-of-annual-general-meeting-2/,"Notice of Annual General Meeting 04/20/2020 Jersey, Channel Islands, 20 April 2020 -- Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that a …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Notice of Annual General Meeting 04/20/2020 Jersey, Channel Islands, 20 April 2020 -- Serinus Energy plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces that a …https://serinusenergy.com/notice-of-annual-general-meeting-2/",True
70,https://serinusenergy.com/appointment-of-chief-operating-officer-2/,"Appointment of Chief Operating Officer 04/01/2020 Jersey, Channel Islands, 1 April 2020 -- Serinus Energy Plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the appointment …",http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,"Appointment of Chief Operating Officer 04/01/2020 Jersey, Channel Islands, 1 April 2020 -- Serinus Energy Plc (""Serinus"", “SEN” or the ""Company"") (AIM:SENX, WSE:SEN) announces the appointment …https://serinusenergy.com/appointment-of-chief-operating-officer-2/",True
71,https://serinusenergy.com/news/page/2/,Older posts,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Older postshttps://serinusenergy.com/news/page/2/,True
72,https://serinusenergy.com/terms-and-conditions/,Privacy Policy and Terms of Use,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Privacy Policy and Terms of Usehttps://serinusenergy.com/terms-and-conditions/,True
73,http://passerellemarketing.com,Website by Passerelle Marketing,http://serinusenergy.com/news/,9.384497880935669 seconds,2020-08-21,Website by Passerelle Marketinghttp://passerellemarketing.com,True
74,https://b2b.mol.hu/molbay/DistributionLayer/uudbsa_en.htm?appid=uudbsaui&command=login&style=mol,CC Login,https://mol.hu/en/about-mol/media-room/press-releases,14.268037796020508 seconds,2020-08-21,CC Loginhttps://b2b.mol.hu/molbay/DistributionLayer/uudbsa_en.htm?appid=uudbsaui&command=login&style=mol,True
75,/hu/molrol/mediaszoba/kozlemenyek,hu,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,hu/hu/molrol/mediaszoba/kozlemenyek,True
76,/en/about-mol/media-room/press-releases/,en,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,en/en/about-mol/media-room/press-releases/,True
77,/en/,About MOL,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,About MOL/en/,True
78,/en/about-mol/social-investments,Social Investments,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,Social Investments/en/about-mol/social-investments,True
79,/en/about-mol/supplier-center,Supplier Center,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,Supplier Center/en/about-mol/supplier-center,True
80,/en/about-mol/who-we-are,Who we are,https://mol.hu/en/about-mol/media-room/press-releases,14.269041299819946 seconds,2020-08-21,Who we are/en/about-mol/who-we-are,True
81,http://molgroup.info/en/,About MOL Group,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,About MOL Grouphttp://molgroup.info/en/,True
82,/en/about-mol/managing-the-corporation,Managing the Corporation,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Managing the Corporation/en/about-mol/managing-the-corporation,True
83,/en/about-mol/media-room,Media room,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Media room/en/about-mol/media-room,True
84,http://molgroup.info/en/investor-relations,Investor relations,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Investor relationshttp://molgroup.info/en/investor-relations,True
85,/en/about-mol/ethics-and-compliance,Ethics and Compliance,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Ethics and Compliance/en/about-mol/ethics-and-compliance,True
86,/en/about-mol/petrochemical-business,Petrochemical Business,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Petrochemical Business/en/about-mol/petrochemical-business,True
87,http://www.molgroupcards.com,Fuel Cards,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Fuel Cardshttp://www.molgroupcards.com,True
88,http://mol.hu/images/pdf/About_MOL/terms/general_terms_and_conditions_of_wholesale.pdf,General Terms and Conditions of Wholesale,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,General Terms and Conditions of Wholesalehttp://mol.hu/images/pdf/About_MOL/terms/general_terms_and_conditions_of_wholesale.pdf,True
89,http://mol.hu/images/pdf/About_MOL/terms/General_Terms_and_Conditions_GTC_for_MOL_Plc_Biocomponent_Procurement_4_2019.pdf,General Terms and Conditions for MOL Plc. Biocomponent Procurement,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,General Terms and Conditions for MOL Plc. Biocomponent Procurementhttp://mol.hu/images/pdf/About_MOL/terms/General_Terms_and_Conditions_GTC_for_MOL_Plc_Biocomponent_Procurement_4_2019.pdf,True
90,/en/for-the-business,For the Business,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,For the Business/en/for-the-business,True
91,/en/for-the-business/fuels,Fuels,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Fuels/en/for-the-business/fuels,True
92,/en/for-the-business/chemicals,Chemicals,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Chemicals/en/for-the-business/chemicals,True
93,/en/for-the-business/energy-products,Energy products,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Energy products/en/for-the-business/energy-products,True
94,/en/for-the-business/mol-lpg,MOL LPG,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,MOL LPG/en/for-the-business/mol-lpg,True
95,/en/for-the-business/bitumen-products,Bitumen products,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Bitumen products/en/for-the-business/bitumen-products,True
96,https://b2b.mol.hu/molbay/DistributionLayer/uudbsa_en.htm?appid=uudbsaui&command=login&style=mol,Card Centre,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Card Centrehttps://b2b.mol.hu/molbay/DistributionLayer/uudbsa_en.htm?appid=uudbsaui&command=login&style=mol,True
97,/en/for-the-business/fuel-cards,Fuel Cards,https://mol.hu/en/about-mol/media-room/press-releases,14.269447088241577 seconds,2020-08-21,Fuel Cards/en/for-the-business/fuel-cards,True
98,/en/lubricants-autochemicals,Lubricants & Autochemicals,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,Lubricants & Autochemicals/en/lubricants-autochemicals,True
99,https://www.molgroupchemicals.com/,Polymers,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,Polymershttps://www.molgroupchemicals.com/,True
100,/en/career,Career,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,Career/en/career,True
101,/en/career/work-with-us,Work with us,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,Work with us/en/career/work-with-us,True
102,https://molgroup.taleo.net/careersection/external/jobsearch.ftl?lang=en&location=2205100397,Domestic job offers,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,Domestic job offershttps://molgroup.taleo.net/careersection/external/jobsearch.ftl?lang=en&location=2205100397,True
103,http://molgroup.info/growww/,"Growww, graduate program",https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,"Growww, graduate programhttp://molgroup.info/growww/",True
104,http://junior.freshhh.net/,MOL Junior Freshhh,https://mol.hu/en/about-mol/media-room/press-releases,14.270045280456543 seconds,2020-08-21,MOL Junior Freshhhhttp://junior.freshhh.net/,True
